标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_311,1.13GB,30239365,1177428,3.89%,1958183,28281182,93.52%,9.53KB/s,66.76KB/s,0.01~98.07GB,0.01~98.07GB,2.374GB,1.771GB,0.0~98.01GB,6.124GB,0.693626,0.632183,-0.86164,58.8/25.4/11.7/4.1/0.0/0.0%,89.1/8.0/1.6/1.3/0.0/0.0%,0.812,0,,0.441125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_312,24MB,639333,39438,6.17%,5,639328,100.00%,0.0KB/s,1.52KB/s,0.0~472.03GB,0.0~472.03GB,0.0GB,0.0GB,0.0~472.14GB,0.154GB,None,None,-0.907074,100.0/0.0/0.0/0.0/0.0/0.0%,62.6/32.9/4.5/0.0/0.0/0.0%,0,0,,0.03991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_313,112MB,2993897,236538,7.90%,712140,2281757,76.21%,7.61KB/s,12.56KB/s,0.0~15.64GB,0.0~15.64GB,2.205GB,0.796GB,0.0~15.63GB,1.934GB,0.770751,0.587793,-0.189918,36.4/18.6/40.5/1.9/2.5/0.0%,72.3/21.4/2.3/1.1/2.8/0.0%,0.685,0.814,,0.270447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_314,167MB,4410490,208457,4.73%,125,4410365,100.00%,0.01KB/s,10.18KB/s,0.0~16.22GB,4.03~16.22GB,0.014GB,0.001GB,0.0~36.97GB,0.967GB,None,None,-0.62541,17.6/38.4/13.6/10.4/20.0/0.0%,85.0/9.2/5.7/0.1/0.0/0.0%,0,0,,0.675676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_315,47MB,1262048,88114,6.98%,558,1261490,99.96%,0.0KB/s,3.56KB/s,0.0~14.03GB,0.0~14.03GB,0.01GB,0.003GB,0.0~18.46GB,0.567GB,None,None,0.022487,66.7/26.7/2.0/2.7/2.0/0.0%,71.4/20.0/8.2/0.3/0.1/0.0%,0,0,,0.230998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_316,505MB,12733433,1718003,13.49%,1,12733432,100.00%,0.0KB/s,1628.46KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~100.0GB,88.501GB,None,None,-0.224514,100.0/0.0/0.0/0.0/0.0/0.0%,7.5/7.9/5.4/12.3/66.9/0.0%,0,0,,0.74802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_317,32MB,851699,74706,8.77%,1,851698,100.00%,0.0KB/s,1.82KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~164.13GB,0.285GB,None,None,0.428657,100.0/0.0/0.0/0.0/0.0/0.0%,71.8/23.3/4.8/0.0/0.0/0.0%,0,0,,0.013116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_318,448MB,11774386,842871,7.16%,4236,11770150,99.96%,0.1KB/s,25.28KB/s,0.0~34.0GB,0.0~34.0GB,0.243GB,0.016GB,0.0~35.13GB,3.882GB,None,None,-0.824319,50.6/21.2/12.8/5.6/9.7/0.0%,87.0/10.4/1.8/0.8/0.0/0.0%,0.059,0.014,,0.476708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_319,271MB,7236702,247363,3.42%,4859999,2376703,32.84%,32.66KB/s,19.11KB/s,0.0~19.67GB,0.0~19.67GB,3.052GB,0.282GB,0.09~19.69GB,3.659GB,-0.003812,0.549515,-0.716959,57.4/27.0/6.8/8.7/0.1/0.0%,65.7/14.2/15.1/2.6/2.3/0.0%,0.987,0.459,,0.239012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_320,72MB,1935758,245978,12.71%,6,1935752,100.00%,0.0KB/s,5.98KB/s,4.04~8.0GB,4.04~8.0GB,0.0GB,0.0GB,0.0~18.16GB,1.327GB,None,None,-0.864202,66.7/16.7/16.7/0.0/0.0/0.0%,62.1/29.9/7.9/0.1/0.0/0.0%,0,0,,0.167825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_321,77MB,2081521,176776,8.49%,6,2081515,100.00%,0.0KB/s,5.51KB/s,2.0~16.13GB,2.0~16.13GB,0.0GB,0.0GB,0.0~18.22GB,0.887GB,None,None,-0.607745,33.3/0.0/0.0/66.7/0.0/0.0%,77.7/14.2/8.0/0.0/0.0/0.0%,0,0,,0.151698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_322,142MB,3755243,245090,6.53%,2044269,1710974,45.56%,15.2KB/s,6.14KB/s,0.0~17.23GB,0.0~17.23GB,1.787GB,0.55GB,0.0~17.23GB,1.458GB,0.552271,-0.068701,-0.561968,46.3/12.0/38.9/2.3/0.6/0.0%,78.2/14.1/5.9/1.3/0.5/0.0%,0.906,0.921,,0.271694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_323,42MB,1143778,74343,6.50%,176012,967766,84.61%,1.68KB/s,4.35KB/s,0.0~16.8GB,0.0~16.8GB,0.694GB,0.152GB,0.0~16.41GB,0.734GB,None,0.271392,-0.718602,33.4/19.2/43.8/2.2/1.4/0.0%,76.2/8.8/14.0/0.5/0.5/0.0%,0.746,0.706,,0.226116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_324,452MB,11853515,1258806,10.62%,235533,11617982,98.01%,3.72KB/s,24.51KB/s,0.01~48.14GB,0.01~48.14GB,1.11GB,0.195GB,0.0~48.0GB,5.181GB,0.07891,None,-0.574247,64.7/16.9/7.6/4.3/6.4/0.0%,90.8/6.3/2.3/0.6/0.0/0.0%,0.804,0.884,,0.393449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_325,110MB,2936360,180553,6.15%,2,2936358,100.00%,0.0KB/s,13.42KB/s,0.14~0.14GB,0.14~0.14GB,0.0GB,0.0GB,0.0~24.97GB,0.943GB,None,None,-0.773209,0.0/100.0/0.0/0.0/0.0/0.0%,69.1/16.9/9.7/4.3/0.1/0.0%,0,0,,0.362879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_326,399MB,10301595,119842,1.16%,172796,10128799,98.32%,1.68KB/s,607.19KB/s,0.0~33.27GB,0.0~33.27GB,1.502GB,0.143GB,0.01~33.3GB,2.034GB,None,0.115659,-0.985585,55.0/20.4/13.1/10.1/1.4/0.0%,27.0/3.8/6.3/17.7/45.1/0.0%,0.784,0.859,,0.772166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_327,856MB,22410722,1656249,7.39%,14269,22396453,99.94%,0.2KB/s,52.94KB/s,0.0~40.29GB,0.0~40.29GB,0.266GB,0.034GB,0.0~40.22GB,7.667GB,0.258177,None,-0.666025,46.0/24.5/18.2/7.6/3.8/0.0%,87.4/8.9/2.8/0.9/0.0/0.0%,0.449,0.386,,0.506354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_328,49MB,1331312,47791,3.59%,88,1331224,99.99%,0.0KB/s,3.14KB/s,4.15~4.24GB,4.15~4.24GB,0.003GB,0.0GB,0.0~20.23GB,0.206GB,None,None,-0.099799,34.1/29.5/27.3/6.8/2.3/0.0%,62.3/36.0/1.6/0.1/0.0/0.0%,0,0,,0.17988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_329,404MB,10658159,514881,4.83%,512074,10146085,95.20%,6.98KB/s,35.23KB/s,0.0~40.0GB,0.0~40.0GB,1.672GB,0.285GB,0.0~36.0GB,2.411GB,0.113014,0.092218,-0.427454,62.5/18.9/9.4/4.2/5.0/0.0%,79.4/10.8/7.8/1.8/0.1/0.0%,0.875,0.902,,0.459985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_330,68MB,1770809,35197,1.99%,0,1770809,100.00%,0.0KB/s,9.11KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~444.0GB,0.143GB,None,None,0.162057,0.0/0.0/0.0/0.0/0.0/0.0%,62.3/29.9/2.9/5.0/0.0/0.0%,0,0,,0.168693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_331,202MB,5356409,314641,5.87%,8649,5347760,99.84%,0.35KB/s,117.82KB/s,0.0~97.5GB,12.76~97.5GB,0.898GB,0.028GB,0.0~97.5GB,8.815GB,None,None,0.695307,58.0/10.4/5.3/6.0/20.2/0.0%,62.3/15.4/2.1/8.2/12.0/0.0%,0,0,,0.217259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_332,1.05GB,28143648,997800,3.55%,1605569,26538079,94.30%,7.96KB/s,62.02KB/s,0.01~96.11GB,0.01~96.11GB,1.872GB,1.448GB,0.0~88.0GB,5.162GB,0.74467,0.668817,-0.918167,58.2/25.3/12.3/4.2/0.0/0.0%,89.3/7.6/1.9/1.1/0.0/0.0%,0.811,0,,0.445651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_333,45MB,1212513,37652,3.11%,6399,1206114,99.47%,0.31KB/s,2.97KB/s,0.03~40.0GB,0.03~40.0GB,0.219GB,0.002GB,0.0~40.0GB,0.411GB,None,0.03058,-0.667833,31.7/6.0/14.8/14.7/32.8/0.0%,79.2/17.7/2.7/0.2/0.2/0.0%,0.814,0.71,,0.254298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_334,260MB,6838033,358486,5.24%,1359404,5478629,80.12%,7.75KB/s,13.82KB/s,0.0~32.27GB,0.0~32.27GB,0.836GB,0.301GB,0.0~32.27GB,1.686GB,0.725986,-0.091736,-0.887691,69.7/20.7/6.0/2.3/1.3/0.0%,79.4/15.2/5.0/0.4/0.0/0.0%,0.953,0.933,,0.456571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_335,885MB,23210358,757341,3.26%,7727,23202631,99.97%,0.03KB/s,56.54KB/s,0.29~98.1GB,0.29~98.1GB,0.049GB,0.018GB,0.0~88.0GB,4.029GB,0.340434,None,-0.682628,78.8/12.2/4.9/4.0/0.0/0.0%,89.5/7.4/1.7/1.4/0.0/0.0%,0.467,0,,0.455733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_336,2.15GB,57761536,1745844,3.02%,351802,57409734,99.39%,4.4KB/s,108.89KB/s,0.01~58.17GB,0.01~58.17GB,1.481GB,0.219GB,0.0~58.0GB,7.178GB,0.280603,0.650294,0.123405,41.2/24.6/12.5/21.6/0.0/0.0%,90.0/8.6/1.2/0.3/0.0/0.0%,0.852,0,,0.445249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_337,102MB,2748043,118124,4.30%,0,2748043,100.00%,0.0KB/s,7.18KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~48.0GB,0.629GB,None,None,-0.886104,0.0/0.0/0.0/0.0/0.0/0.0%,81.5/11.1/7.3/0.1/0.1/0.0%,0,0,,0.225082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_338,143MB,3799144,345133,9.08%,28,3799116,100.00%,0.0KB/s,12.37KB/s,2.13~18.03GB,2.13~18.03GB,0.002GB,0.0GB,0.0~172.0GB,2.447GB,None,None,-0.774766,46.4/21.4/10.7/7.1/14.3/0.0%,78.8/13.8/4.8/2.5/0.1/0.0%,0,0,,0.608014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_339,450MB,11804032,1225380,10.38%,236741,11567291,97.99%,3.81KB/s,24.55KB/s,0.01~48.14GB,0.01~48.14GB,1.088GB,0.189GB,0.0~48.0GB,5.064GB,0.112309,None,-0.59577,64.7/17.0/7.4/4.3/6.7/0.0%,90.5/6.6/2.4/0.6/0.0/0.0%,0.811,0.889,,0.397196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_340,192MB,5136282,322707,6.28%,3,5136279,100.00%,0.0KB/s,12.2KB/s,2.0~14.18GB,2.0~14.18GB,0.0GB,0.0GB,0.0~20.7GB,1.407GB,None,None,-0.68394,100.0/0.0/0.0/0.0/0.0/0.0%,81.8/13.4/4.7/0.1/0.0/0.0%,0,0,,0.642973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_341,68MB,1825177,41106,2.25%,4728,1820449,99.74%,0.24KB/s,5.14KB/s,0.11~13.89GB,0.11~13.7GB,0.221GB,0.001GB,0.0~14.01GB,0.375GB,None,0.018203,-0.83218,25.0/3.6/13.1/23.8/34.6/0.0%,75.0/8.8/16.0/0.1/0.1/0.0%,0.815,0.629,,0.164949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_342,120MB,3197071,221444,6.93%,187463,3009608,94.14%,5.14KB/s,15.27KB/s,0.01~64.44GB,0.01~64.44GB,0.591GB,0.14GB,0.0~64.44GB,0.862GB,0.289099,0.992133,-0.825813,46.1/17.2/14.3/11.4/11.0/0.0%,71.5/9.6/16.1/2.8/0.0/0.0%,0.791,0.949,,0.354418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_343,93MB,2478970,182780,7.37%,168903,2310067,93.19%,1.46KB/s,5.98KB/s,0.04~38.03GB,0.04~38.03GB,0.06GB,0.018GB,0.0~20.0GB,0.703GB,0.57682,0.16368,-0.540482,39.3/29.9/19.8/11.0/0.0/0.0%,79.4/12.3/8.2/0.0/0.0/0.0%,0.978,0,,0.224064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_344,91MB,2419483,337794,13.96%,228042,2191441,90.57%,2.02KB/s,12.04KB/s,0.0~39.96GB,0.0~39.96GB,1.936GB,0.497GB,0.0~40.0GB,5.438GB,None,0.226494,-0.11859,59.1/22.1/10.3/6.9/1.7/0.0%,67.8/18.4/11.0/1.4/1.5/0.0%,0.523,0.67,,0.286675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_345,565MB,14120182,6219157,44.04%,4658820,9461362,67.01%,629.58KB/s,1134.37KB/s,0.0~200.0GB,0.0~199.92GB,154.387GB,0.435GB,0.0~200.0GB,173.723GB,0.691619,0.832564,-0.697832,2.8/1.1/10.5/15.3/70.3/0.0%,13.1/5.1/7.1/12.3/62.4/0.0%,0.59,0.898,,0.788551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_346,52MB,1405306,50761,3.61%,0,1405306,100.00%,0.0KB/s,3.29KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~30.2GB,0.233GB,None,None,0.356885,0.0/0.0/0.0/0.0/0.0/0.0%,64.2/34.0/1.7/0.1/0.0/0.0%,0,0,,0.205905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_347,125MB,3301592,190607,5.77%,103117,3198475,96.88%,0.78KB/s,20.52KB/s,0.0~40.0GB,0.0~40.0GB,1.308GB,0.721GB,0.0~39.99GB,3.859GB,0.672545,-0.321764,-0.707947,11.7/81.4/4.8/1.2/0.9/0.0%,48.6/41.7/5.6/3.0/1.1/0.0%,0.449,0.026,,0.30747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_348,601MB,15795234,2498233,15.82%,209093,15586141,98.68%,7.39KB/s,80.39KB/s,0.0~39.95GB,0.0~39.6GB,15.083GB,0.144GB,0.0~40.0GB,32.232GB,None,None,-0.651197,17.5/7.2/3.1/72.2/0.1/0.0%,76.5/16.0/5.0/1.1/1.4/0.0%,0.509,0.332,,0.407786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_349,136MB,3640416,227089,6.24%,1708,3638708,99.95%,0.01KB/s,13.23KB/s,0.0~40.0GB,0.0~40.0GB,0.017GB,0.007GB,0.0~22.03GB,0.972GB,None,0.737748,-0.553441,52.0/28.7/14.7/4.5/0.0/0.0%,73.5/13.4/12.9/0.2/0.0/0.0%,0.21,0,,0.257852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_350,121MB,3216270,88908,2.76%,1022135,2194135,68.22%,5.52KB/s,6.56KB/s,0.01~38.7GB,0.01~38.7GB,0.457GB,0.262GB,0.0~38.49GB,0.244GB,0.831071,0.00531,-0.90038,35.4/51.9/12.7/0.0/0.0/0.0%,70.0/21.0/8.6/0.4/0.0/0.0%,0.967,0,,0.296262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_351,122MB,3215701,155651,4.84%,1373068,1842633,57.30%,32.23KB/s,5.5KB/s,0.0~38.04GB,0.0~38.04GB,1.043GB,0.225GB,0.0~38.0GB,0.537GB,0.072287,0.595734,0.161328,49.3/18.3/13.8/9.7/8.9/0.0%,66.5/27.6/5.7/0.1/0.1/0.0%,0.957,0.987,,0.251808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_352,84MB,2242241,177124,7.90%,598476,1643765,73.31%,4.61KB/s,3.4KB/s,0.0~28.52GB,0.0~28.52GB,1.392GB,0.453GB,0.0~28.52GB,1.129GB,0.648289,-0.048678,-0.919439,33.0/25.6/39.3/1.7/0.5/0.0%,89.1/9.6/0.9/0.1/0.3/0.0%,0.822,0.767,,0.251195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_353,0MB,17132,5769,33.67%,22,17110,99.87%,0.0KB/s,0.05KB/s,2.9~2.91GB,2.9~2.9GB,0.003GB,0.0GB,0.0~30.0GB,0.068GB,None,None,None,0.0/4.5/0.0/95.5/0.0/0.0%,80.0/14.9/4.1/0.7/0.3/0.0%,0,0,,0.359678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_354,933MB,24488853,3581512,14.63%,585969,23902884,97.61%,2.12KB/s,72.29KB/s,0.0~59.97GB,0.0~59.76GB,3.626GB,1.074GB,0.0~60.0GB,25.69GB,0.896747,0.021375,-0.740324,74.6/10.1/13.8/1.5/0.0/0.0%,81.7/13.7/2.5/1.9/0.2/0.0%,0.529,0,,0.398393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_355,123MB,3268035,377245,11.54%,1619225,1648810,50.45%,23.91KB/s,18.14KB/s,0.0~24.43GB,0.0~24.43GB,3.064GB,0.822GB,0.04~24.44GB,3.412GB,0.993135,0.909899,-0.263125,20.1/16.3/60.4/1.9/1.3/0.0%,60.4/17.7/13.2/4.8/3.9/0.0%,0.804,0.85,,0.4491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_356,183MB,4843216,218282,4.51%,0,4843216,100.00%,0.0KB/s,12.67KB/s,0.0~0.0GB,0.0~0.0GB,0.0GB,0.0GB,0.0~24.61GB,0.981GB,None,None,-0.718438,0.0/0.0/0.0/0.0/0.0/0.0%,84.5/9.7/4.9/0.9/0.0/0.0%,0,0,,0.588105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_357,58MB,1561870,137100,8.78%,358116,1203754,77.07%,3.8KB/s,3.53KB/s,0.0~18.24GB,0.0~18.24GB,1.752GB,0.105GB,0.0~18.24GB,1.942GB,0.724633,0.598723,-0.423629,60.5/21.2/11.1/4.0/3.2/0.0%,69.9/22.6/6.8/0.5/0.1/0.0%,0.936,0.684,,0.243468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_358,584MB,15441543,1235964,8.00%,1399543,14042000,90.94%,7.85KB/s,40.93KB/s,0.0~54.44GB,0.0~54.42GB,3.115GB,1.892GB,0.01~54.44GB,6.828GB,0.515524,0.173848,-0.943636,46.0/29.6/23.3/0.9/0.2/0.0%,78.4/14.7/6.0/0.6/0.3/0.0%,0.709,0.654,,0.498475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_359,446MB,11730364,804236,6.86%,570,11729794,100.00%,0.01KB/s,28.02KB/s,1.52~38.03GB,1.52~38.03GB,0.033GB,0.002GB,0.0~62.15GB,3.966GB,None,-0.001028,-0.456649,36.7/20.5/22.3/13.3/7.2/0.0%,85.3/11.9/1.9/0.8/0.1/0.0%,0.002,0,,0.459913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_360,371MB,9754402,444820,4.56%,13,9754389,100.00%,0.0KB/s,80.57KB/s,4.21~26.0GB,4.21~26.0GB,0.0GB,0.0GB,0.0~26.13GB,3.214GB,None,None,0.894277,61.5/23.1/7.7/7.7/0.0/0.0%,81.4/9.7/2.9/3.2/2.8/0.0%,0,0,,0.259614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_361,609MB,15952692,1770940,11.10%,146595,15806097,99.08%,0.95KB/s,45.68KB/s,0.0~58.16GB,0.0~58.16GB,1.817GB,0.608GB,0.0~56.24GB,11.766GB,0.335144,-0.012889,-0.895423,43.5/32.3/19.0/5.2/0.0/0.0%,84.2/10.3/3.6/1.9/0.0/0.0%,0.166,0,,0.4629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_362,19MB,519262,46682,8.99%,13,519249,100.00%,0.0KB/s,1.24KB/s,12.03~16.14GB,12.03~16.14GB,0.002GB,0.0GB,0.0~22.9GB,0.218GB,None,None,-0.678371,23.1/15.4/7.7/23.1/30.8/0.0%,87.5/8.3/3.8/0.2/0.2/0.0%,0,0,,0.548032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_363,251MB,6500609,3887406,59.80%,3596275,2904334,44.68%,106.18KB/s,154.12KB/s,0.0~100.0GB,0.0~100.0GB,91.739GB,14.851GB,0.0~100.0GB,93.581GB,0.917534,-0.017748,-0.602921,53.2/26.0/3.3/4.3/13.2/0.0%,43.1/15.6/8.0/6.3/26.9/0.0%,0.067,0.629,,0.299154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_364,140MB,3666212,73464,2.00%,462,3665750,99.99%,0.01KB/s,17.34KB/s,0.14~30.17GB,0.14~30.17GB,0.013GB,0.002GB,0.0~30.0GB,0.477GB,None,None,-0.876699,41.6/29.9/18.2/8.4/1.9/0.0%,34.5/53.7/11.6/0.1/0.0/0.0%,0,0,,0.196134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_365,9MB,244803,45629,18.64%,73441,171362,70.00%,0.81KB/s,0.37KB/s,0.0~34.15GB,0.0~34.15GB,0.41GB,0.089GB,0.0~34.15GB,0.16GB,0.964481,0.993495,0.288399,75.0/8.9/7.8/4.7/3.7/0.0%,87.4/10.6/1.7/0.1/0.1/0.0%,0.683,0.75,,0.47872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_366,52MB,1398681,131220,9.38%,130441,1268240,90.67%,1.22KB/s,8.32KB/s,0.0~39.9GB,0.0~39.9GB,0.803GB,0.157GB,0.0~39.9GB,3.087GB,0.771945,0.279796,-0.019363,42.1/17.2/35.2/3.6/1.9/0.0%,73.5/9.4/6.0/10.0/1.1/0.0%,0.623,0.652,,0.284802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_367,54MB,1447211,95306,6.59%,760330,686881,47.46%,6.46KB/s,1.66KB/s,0.01~17.59GB,0.01~17.59GB,0.892GB,0.186GB,0.16~16.92GB,0.424GB,0.714207,0.498334,-0.445355,45.1/5.2/47.2/0.9/1.5/0.0%,86.1/11.3/2.1/0.2/0.3/0.0%,0.891,0.949,,0.193525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_368,109MB,2892018,137579,4.76%,897611,1994407,68.96%,8.37KB/s,4.71KB/s,0.02~23.12GB,0.03~23.12GB,1.161GB,0.235GB,0.15~23.12GB,0.788GB,0.323747,-0.046051,-0.663402,20.8/8.9/69.6/0.6/0.1/0.0%,84.0/6.2/9.6/0.1/0.1/0.0%,0.859,0.315,,0.249887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_369,851MB,21117988,4596604,21.77%,66596,21051392,99.68%,0.62KB/s,741.31KB/s,0.0~1998.0GB,0.0~1998.0GB,,0.064GB,,,0.120757,0.012293,-0.868736,54.9/23.4/13.7/6.0/2.0/0.0%,52.5/2.0/26.8/2.4/16.3/0.0%,0.784,0.87,,0.393846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID_370,170MB,4475183,88658,1.98%,23,4475160,100.00%,0.0KB/s,25.75KB/s,0.04~20.0GB,0.04~20.0GB,0.002GB,0.0GB,0.0~31.65GB,0.437GB,None,None,0.865123,17.4/8.7/4.3/69.6/0.0/0.0%,56.1/25.3/11.5/7.1/0.0/0.0%,0,0,,0.141971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
