标识,文件大小,总数,独一无二数,分散度,读数,写数,写占比,平均读带宽,平均写带宽,读空间范围,小读空间范围,读空间大小,小读空间大小,写空间范围,写空间大小,Pea_RB_WB(h),Pea_RB_R(暂时出错),Pea_WB_W(暂时出错),Pea_RB_R,Pea_WB_W,R_4/16/64/256/1024/max%,W_4/16/64/256/1024/max%,R_RAR_s,R_RAR_b,,随机率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5252,58MB,2140174,215157,10.05%,2470,2137704,99.88%,0.19KB/s,28.9KB/s,0.0~13.43GB,,0.084GB,,0.0~14.24GB,1.787GB,,None,None,-0.272662,0.313087,,,,,,0.561434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5253,37MB,1351050,250263,18.52%,107977,1243073,92.01%,4.29KB/s,21.05KB/s,0.0~30.12GB,,0.888GB,,0.0~30.14GB,2.032GB,,None,0.125933,-0.407569,-0.609524,,,,,,0.334713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5262,82MB,3032529,156305,5.15%,17854,3014675,99.41%,0.47KB/s,54.7KB/s,0.0~45.12GB,,0.151GB,,0.0~45.15GB,0.755GB,,None,0.305003,-0.114198,0.535156,,,,,,0.306313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5263,16MB,627059,74878,11.94%,11492,615567,98.17%,0.89KB/s,14.73KB/s,0.02~11.7GB,,0.125GB,,0.0~26.0GB,1.569GB,,None,0.003314,0.526955,-0.942655,,,,,,0.296415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5268,110MB,3973617,149945,3.77%,343268,3630349,91.36%,26.11KB/s,278.18KB/s,0.0~40.99GB,,0.578GB,,0.0~40.99GB,1.004GB,,None,0.834633,-0.74186,0.827455,,,,,,0.500125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5274,71MB,2607252,116447,4.47%,268594,2338658,89.70%,27.47KB/s,53.44KB/s,0.03~45.45GB,,0.208GB,,0.0~45.46GB,1.075GB,,None,0.83279,0.786906,0.753604,,,,,,0.490126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5276,30MB,1143571,46063,4.03%,6374,1137197,99.44%,0.42KB/s,22.58KB/s,0.0~1.23GB,,0.1GB,,0.0~1.23GB,0.309GB,,None,0.757015,-0.009616,0.200394,,,,,,0.213947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5284,22MB,820844,125826,15.33%,36,820808,100.00%,0.0KB/s,10.45KB/s,0.0~2.31GB,,0.0GB,,0.0~26.0GB,0.547GB,,None,None,None,-0.901601,,,,,,0.219451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5293,32MB,1195462,71112,5.95%,7601,1187861,99.36%,0.85KB/s,17.57KB/s,0.0~26.0GB,,0.153GB,,0.0~26.0GB,0.471GB,,None,None,-0.081359,-0.723845,,,,,,0.286385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5296,555MB,19541682,685506,3.51%,869219,18672463,95.55%,25.02KB/s,885.44KB/s,0.0~52.0GB,,4.841GB,,0.0~52.0GB,4.67GB,,0.151562,0.700354,0.282443,0.69716,,,,,,0.632889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5301,43MB,1616310,32317,2.00%,14387,1601923,99.11%,0.08KB/s,252.75KB/s,0.02~1.66GB,,0.014GB,,0.0~1.66GB,0.261GB,,None,0.891958,0.696829,0.899472,,,,,,0.486861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5310,46MB,1714841,70894,4.13%,5354,1709487,99.69%,0.51KB/s,21.83KB/s,0.0~6.13GB,,0.186GB,,0.0~6.23GB,0.806GB,,None,0.187205,-0.289736,-0.860433,,,,,,0.460788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5316,17MB,625033,60218,9.63%,25559,599474,95.91%,1.67KB/s,10.04KB/s,0.0~25.95GB,,0.025GB,,0.0~26.0GB,0.302GB,,None,None,0.914458,0.40342,,,,,,0.351287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5318,378MB,14021386,55286,0.39%,534772,13486614,96.19%,3.64KB/s,537.68KB/s,0.0~1.59GB,,0.12GB,,0.0~1.59GB,0.34GB,,None,0.935567,-0.702027,0.576541,,,,,,0.493525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5325,143MB,5205159,236477,4.54%,2137728,3067431,58.93%,125.26KB/s,59.85KB/s,0.05~27.3GB,,1.953GB,,0.0~27.3GB,1.481GB,,0.232721,0.796763,0.168529,0.393813,,,,,,0.444998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5326,83MB,3033623,414844,13.67%,154397,2879226,94.91%,15.55KB/s,36.05KB/s,0.05~47.0GB,,0.118GB,,0.0~47.06GB,2.362GB,,None,None,0.539816,0.265006,,,,,,0.590306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5329,14MB,534335,102437,19.17%,1703,532632,99.68%,0.03KB/s,8.79KB/s,0.0~40.25GB,,0.01GB,,0.0~40.25GB,0.747GB,,None,-0.093643,-0.170354,-0.276655,,,,,,0.445769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5334,1.2GB,43600171,1145595,2.63%,38175835,5424336,12.44%,1292.06KB/s,134.9KB/s,0.0~300.0GB,,16.066GB,,0.0~136.36GB,10.749GB,,0.169392,0.437793,0.545662,-0.106362,,,,,,0.371806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5335,72MB,2659531,260638,9.80%,397678,2261853,85.05%,18.56KB/s,30.51KB/s,0.0~52.0GB,,2.035GB,,0.0~7.76GB,3.41GB,,0.755649,0.264885,-0.445088,-0.660871,,,,,,0.343055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5338,60MB,2271849,336457,14.81%,107879,2163970,95.25%,0.72KB/s,30.01KB/s,0.0~8.13GB,,0.054GB,,0.0~8.0GB,1.282GB,,None,None,0.007374,-0.565062,,,,,,0.320644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5346,97MB,3396707,453753,13.36%,728598,2668109,78.55%,56.1KB/s,74.44KB/s,0.0~200.0GB,,22.406GB,,0.0~198.51GB,11.615GB,,0.007616,-0.390527,0.007674,-0.433053,,,,,,0.399613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5351,911MB,32981398,2436180,7.39%,11479988,21501410,65.19%,262.15KB/s,906.19KB/s,0.0~52.0GB,,7.191GB,,0.0~15.81GB,9.034GB,,0.476002,-0.05456,0.781865,-0.017585,,,,,,0.582783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5359,235MB,8573388,576060,6.72%,5829392,2743996,32.01%,182.45KB/s,189.28KB/s,0.0~26.0GB,,2.157GB,,0.0~26.0GB,2.192GB,,None,0.254781,0.8267,-0.659179,,,,,,0.521338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5361,26MB,974661,121334,12.45%,282,974379,99.97%,0.01KB/s,12.41KB/s,0.0~26.0GB,,0.001GB,,0.0~26.0GB,0.47GB,,None,None,0.492602,-0.078881,,,,,,0.341047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5369,637MB,21120959,3027988,14.34%,227415,20893544,98.92%,11.53KB/s,4444.12KB/s,0.01~995.25GB,,1.461GB,,0.0~996.17GB,161.587GB,,None,-0.492353,-0.032594,0.091906,,,,,,0.518331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5372,1.23GB,44075062,7363725,16.71%,5121666,38953396,88.38%,458.81KB/s,1310.41KB/s,0.0~435.23GB,,59.865GB,,0.0~435.88GB,85.464GB,,0.875527,-0.498208,0.398852,-0.59257,,,,,,0.096984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5374,1.19GB,44301220,1791186,4.04%,11602849,32698371,73.81%,217.82KB/s,1871.92KB/s,0.0~52.0GB,,5.243GB,,0.0~11.78GB,5.419GB,,0.43501,-0.093758,0.692004,0.743939,,,,,,0.620859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5382,70MB,2549447,187898,7.37%,75216,2474231,97.05%,7.82KB/s,31.72KB/s,0.0~31.45GB,,0.011GB,,0.0~31.45GB,0.8GB,,None,None,0.576415,-0.606353,,,,,,0.42998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5387,36MB,1374226,106093,7.72%,122137,1252089,91.11%,4.77KB/s,10.91KB/s,0.0~52.0GB,,0.702GB,,0.0~3.01GB,0.952GB,,None,0.346165,0.091624,-0.642147,,,,,,0.330144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5388,426MB,15485033,994782,6.42%,3043881,12441152,80.34%,69.66KB/s,622.63KB/s,0.0~52.0GB,,4.055GB,,0.0~10.93GB,3.88GB,,0.72703,0.240863,0.883422,0.913639,,,,,,0.634428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5390,1.03GB,38214917,2482172,6.50%,13264447,24950470,65.29%,283.41KB/s,949.37KB/s,0.0~26.0GB,,6.84GB,,0.0~26.0GB,8.546GB,,0.397595,-0.160778,0.744344,0.090159,,,,,,0.584185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5393,191MB,6886227,662140,9.62%,1982084,4904143,71.22%,78.32KB/s,65.16KB/s,0.01~47.59GB,,1.844GB,,0.0~47.59GB,3.75GB,,0.542894,None,-0.423298,0.278263,,,,,,0.444328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5396,45MB,1678974,76408,4.55%,31864,1647110,98.10%,2.9KB/s,69.96KB/s,0.02~6.05GB,,0.164GB,,0.0~26.0GB,0.839GB,,None,0.556607,-0.090051,0.612187,,,,,,0.379699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5398,583MB,19854069,494569,2.49%,214991,19639078,98.92%,12.11KB/s,8414.91KB/s,0.0~26.0GB,,0.86GB,,0.0~26.0GB,1.998GB,,None,0.26302,-0.887158,0.702811,,,,,,0.728047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5402,68MB,2535935,80041,3.16%,365929,2170006,85.57%,3.21KB/s,325.27KB/s,0.0~52.0GB,,0.111GB,,0.0~26.0GB,0.421GB,,None,0.947093,-0.788593,0.886671,,,,,,0.437536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5410,33MB,1242654,63327,5.10%,7392,1235262,99.41%,0.66KB/s,52.64KB/s,0.07~17.17GB,,0.159GB,,0.0~26.0GB,0.487GB,,None,0.85616,0.104309,0.765988,,,,,,0.331963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5413,37MB,1394344,158213,11.35%,81971,1312373,94.12%,3.24KB/s,62.17KB/s,0.0~52.0GB,,0.904GB,,0.0~3.81GB,3.023GB,,0.462432,0.776395,0.076565,0.327688,,,,,,0.397532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5422,27MB,990319,182391,18.42%,49065,941254,95.05%,0.59KB/s,11.58KB/s,0.08~48.69GB,,0.068GB,,0.0~38.13GB,0.696GB,,None,None,0.044281,-0.121342,,,,,,0.35974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5427,133MB,4707902,150382,3.19%,123976,4583926,97.37%,6.27KB/s,1207.98KB/s,0.0~26.0GB,,0.667GB,,0.0~26.0GB,1.566GB,,None,0.921543,-0.182465,0.905514,,,,,,0.700895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5429,56MB,1991056,152568,7.66%,0,1991056,100.00%,0.0KB/s,41.02KB/s,0.0~0.0GB,,0.0GB,,0.0~288.0GB,1.592GB,,None,0.653015,None,0.883203,,,,,,0.26086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5430,68MB,2535841,183259,7.23%,690106,1845735,72.79%,42.25KB/s,74.19KB/s,0.0~52.0GB,,0.088GB,,0.0~9.66GB,2.399GB,,None,-0.012578,0.61106,-0.260764,,,,,,0.573928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5431,31MB,1111881,59486,5.35%,56876,1055005,94.88%,1.36KB/s,258.32KB/s,0.0~26.0GB,,0.035GB,,0.0~26.0GB,0.352GB,,None,0.952252,-0.025716,0.94149,,,,,,0.606004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5432,18MB,638847,79257,12.41%,262537,376310,58.90%,6.79KB/s,2.6KB/s,0.0~81.15GB,,0.26GB,,0.0~81.24GB,0.206GB,,None,None,0.653824,-0.309511,,,,,,0.24198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5441,88MB,3239558,289939,8.95%,459116,2780442,85.83%,14.98KB/s,48.08KB/s,0.0~26.0GB,,1.972GB,,0.0~26.0GB,2.456GB,,0.297152,0.567619,0.260887,0.140357,,,,,,0.426026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5442,50MB,1845942,78766,4.27%,46061,1799881,97.50%,3.4KB/s,160.41KB/s,0.0~26.0GB,,0.284GB,,0.0~26.0GB,0.52GB,,0.734881,0.767397,-0.263477,0.79917,,,,,,0.404981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5449,53MB,1962766,308394,15.71%,6430,1956336,99.67%,0.29KB/s,29.32KB/s,0.0~38.75GB,,0.028GB,,0.0~38.77GB,2.114GB,,None,None,0.19571,-0.620174,,,,,,0.294536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5457,123MB,4498611,298970,6.65%,272511,4226100,93.94%,16.2KB/s,91.01KB/s,0.0~34.03GB,,1.248GB,,0.0~34.03GB,3.206GB,,0.477275,0.806415,0.526283,0.73472,,,,,,0.501546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5458,78MB,2826800,544841,19.27%,484322,2342478,82.87%,58.73KB/s,145.32KB/s,0.0~39.9GB,,16.392GB,,0.0~39.9GB,14.147GB,,0.047393,0.652708,0.01971,-0.122811,,,,,,0.547778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5464,24MB,929093,45056,4.85%,3385,925708,99.64%,0.38KB/s,6.98KB/s,0.05~1.21GB,,0.098GB,,0.0~1.21GB,0.272GB,,None,0.79415,-0.096428,-0.581697,,,,,,0.207863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5470,47MB,1737454,62447,3.59%,318140,1419314,81.69%,40.41KB/s,97.54KB/s,0.0~5.16GB,,0.247GB,,0.0~5.16GB,0.477GB,,None,0.84169,-0.726433,0.683212,,,,,,0.446635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5472,5MB,200367,42707,21.31%,0,200367,100.00%,0.0KB/s,3.56KB/s,0.0~0.0GB,,0.0GB,,0.0~96.25GB,0.466GB,,None,0.284928,None,-0.602588,,,,,,0.096403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5473,743MB,25479971,2978451,11.69%,168884,25311087,99.34%,1.61KB/s,2249.6KB/s,0.0~498.03GB,,0.602GB,,0.0~498.03GB,22.322GB,,None,0.641686,None,0.697119,,,,,,0.410219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5480,7MB,285665,96428,33.76%,1019,284646,99.64%,0.06KB/s,23.97KB/s,0.0~100.0GB,,0.033GB,,0.0~99.33GB,12.409GB,,None,None,0.04866,-0.848028,,,,,,0.30234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5481,38MB,1387040,253107,18.25%,239211,1147829,82.75%,6.77KB/s,18.07KB/s,0.12~37.62GB,,0.923GB,,0.0~37.71GB,1.714GB,,None,0.381855,-0.251112,-0.715684,,,,,,0.355334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5490,153MB,5604095,149297,2.66%,3332782,2271313,40.53%,166.67KB/s,86.33KB/s,0.0~6.41GB,,1.077GB,,0.0~6.41GB,1.568GB,,-0.169403,0.777143,0.876408,0.013038,,,,,,0.491584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5494,95MB,3536768,144054,4.07%,15229,3521539,99.57%,1.59KB/s,48.44KB/s,0.0~26.0GB,,0.363GB,,0.0~26.0GB,1.097GB,,None,0.38169,-0.2659,0.276877,,,,,,0.543511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5501,200MB,7196963,270986,3.77%,955825,6241138,86.72%,70.91KB/s,838.39KB/s,0.0~26.0GB,,1.463GB,,0.0~26.0GB,1.806GB,,0.146753,0.886492,-0.864598,0.907838,,,,,,0.587758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5506,32MB,1249396,44078,3.53%,512426,736970,58.99%,18.13KB/s,13.5KB/s,0.0~52.0GB,,0.443GB,,0.0~5.27GB,0.426GB,,0.683689,0.114835,-0.438827,0.870189,,,,,,0.326502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5509,112MB,4097741,107384,2.62%,3078354,1019387,24.88%,189.51KB/s,11.78KB/s,0.0~52.0GB,,1.257GB,,0.0~9.9GB,0.775GB,,0.845975,0.737707,-0.770088,0.542998,,,,,,0.55011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5510,36MB,1336980,68389,5.12%,122421,1214559,90.84%,10.39KB/s,28.68KB/s,0.0~40.65GB,,0.498GB,,0.0~40.65GB,0.826GB,,None,0.817721,-0.252775,0.510452,,,,,,0.379636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5512,3.16GB,122836652,45178,0.04%,29630,122807022,99.98%,6.06KB/s,1216.01KB/s,0.0~1.88GB,,0.209GB,,0.0~1.89GB,0.437GB,,-0.045248,0.453705,-0.036686,0.631131,,,,,,0.123917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5513,1.08GB,39252438,828825,2.11%,27556576,11695862,29.80%,974.19KB/s,269.48KB/s,0.13~15.05GB,,4.06GB,,0.0~26.0GB,3.576GB,,0.604538,0.310679,0.848633,0.588102,,,,,,0.701955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5516,84MB,3128811,351632,11.24%,42715,3086096,98.63%,1.29KB/s,37.11KB/s,0.0~8.53GB,,0.438GB,,0.0~26.0GB,1.804GB,,None,-0.001495,-0.564275,0.612191,,,,,,0.506778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5519,408MB,14372406,2541900,17.69%,117769,14254637,99.18%,11.35KB/s,1105.32KB/s,0.0~150.1GB,,4.0GB,,0.0~196.51GB,50.511GB,,None,0.068934,-0.169163,0.306095,,,,,,0.449296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5524,29MB,1062846,139546,13.13%,96255,966591,90.94%,2.5KB/s,12.07KB/s,0.03~25.9GB,,0.136GB,,0.0~26.0GB,0.536GB,,None,None,0.361085,-0.690226,,,,,,0.263143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5526,868MB,31449302,2403438,7.64%,11277372,20171930,64.14%,258.23KB/s,866.19KB/s,0.0~52.0GB,,7.203GB,,0.0~15.4GB,8.951GB,,0.455743,0.151089,0.778735,-0.076812,,,,,,0.583133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5531,57MB,2128761,83722,3.93%,65347,2063414,96.93%,6.82KB/s,55.8KB/s,0.0~26.0GB,,0.222GB,,0.0~26.0GB,0.58GB,,None,0.862429,-0.597862,0.788831,,,,,,0.419684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5536,18MB,671854,156339,23.27%,2549,669305,99.62%,0.09KB/s,9.86KB/s,0.0~51.94GB,,0.013GB,,0.0~51.96GB,1.139GB,,None,None,0.901927,-0.962279,,,,,,0.276672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5543,49MB,1797625,102495,5.70%,22355,1775270,98.76%,0.45KB/s,137.65KB/s,0.0~26.0GB,,0.163GB,,0.0~26.0GB,3.791GB,,None,0.721553,0.038394,0.247841,,,,,,0.404242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5552,5MB,206337,16214,7.86%,35002,171335,83.04%,2.41KB/s,49.18KB/s,0.0~52.0GB,,0.12GB,,0.0~5.0GB,0.178GB,,0.596925,0.879101,-0.650478,0.891553,,,,,,0.633871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5560,287MB,10349920,1000151,9.66%,4481801,5868119,56.70%,151.93KB/s,143.56KB/s,0.0~38.98GB,,9.675GB,,0.0~38.98GB,8.451GB,,0.249409,0.314775,0.078139,0.013057,,,,,,0.522787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5565,1.01GB,35352898,17556455,49.66%,1678197,33674701,95.25%,35.33KB/s,4257.66KB/s,0.0~500.0GB,,13.898GB,,0.0~442.09GB,283.481GB,,None,-0.599687,0.511149,-0.800699,,,,,,0.554041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5570,16MB,600801,41307,6.88%,55,600746,99.99%,0.0KB/s,2.8KB/s,2.96~18.1GB,,0.002GB,,0.0~18.14GB,0.132GB,,None,None,None,-0.012092,,,,,,0.231358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5578,42MB,1548337,32634,2.11%,27115,1521222,98.25%,0.31KB/s,161.38KB/s,0.0~3.0GB,,0.035GB,,0.0~3.01GB,0.243GB,,None,0.874108,0.078645,0.837827,,,,,,0.408919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5585,14MB,519792,93575,18.00%,323326,196466,37.80%,13.15KB/s,8.82KB/s,0.04~28.22GB,,1.087GB,,0.0~28.2GB,4.04GB,,None,None,None,-0.988021,,,,,,0.142551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5589,162MB,5910564,71403,1.21%,3994812,1915752,32.41%,201.98KB/s,268.52KB/s,0.0~4.78GB,,0.684GB,,0.0~4.79GB,0.526GB,,None,0.852442,0.994867,0.864949,,,,,,0.515813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5592,2.34GB,79584921,5503908,6.92%,17409154,62175767,78.13%,116.01KB/s,2839.45KB/s,1.88~987.47GB,,4.307GB,,0.0~987.47GB,84.004GB,,None,0.740799,0.14757,0.875659,,,,,,0.383188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5600,118MB,4403205,69389,1.58%,14450,4388755,99.67%,1.61KB/s,50.29KB/s,0.0~26.0GB,,0.162GB,,0.0~26.0GB,0.426GB,,None,None,-0.221243,-0.438396,,,,,,0.467291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5606,30MB,1114241,106673,9.57%,421,1113820,99.96%,0.04KB/s,12.73KB/s,0.01~1.56GB,,0.0GB,,0.0~5.8GB,0.757GB,,None,None,0.436057,-0.803914,,,,,,0.527068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5615,69MB,2366430,1912659,80.82%,1183216,1183214,50.00%,125.21KB/s,125.21KB/s,0.0~47.03GB,,35.357GB,,0.0~47.03GB,35.366GB,,None,None,0.224076,0.259723,,,,,,0.497216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5623,70MB,2611211,97550,3.74%,18222,2592989,99.30%,1.03KB/s,60.34KB/s,0.0~7.47GB,,0.364GB,,0.0~7.47GB,1.465GB,,None,0.349961,-0.157142,0.517018,,,,,,0.487821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5628,57MB,2137136,115287,5.39%,81423,2055713,96.19%,3.87KB/s,63.79KB/s,0.0~8.16GB,,1.145GB,,0.0~8.16GB,1.323GB,,0.542454,0.64773,0.36372,0.330347,,,,,,0.563018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5631,887MB,32145363,2312231,7.19%,11230429,20914934,65.06%,255.63KB/s,879.7KB/s,0.0~52.0GB,,7.22GB,,0.0~16.39GB,9.212GB,,0.37815,-0.259145,0.783328,-0.135609,,,,,,0.581187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VM_5632,96MB,3555286,114947,3.23%,105420,3449866,97.03%,9.6KB/s,298.07KB/s,0.0~26.0GB,,0.344GB,,0.0~26.0GB,0.919GB,,None,0.820871,-0.302068,0.82627,,,,,,0.541254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
